ident,name,lat,lon,gt,pred,detected,confidence,bbox_px,category
4PA4,UpMc Susquehanna Lock Haven,41.13194444444444,-77.47083333333333,1,1,True,0.6207,"[166, 96, 401, 312]",TP
4PA9,Axis,40.271794444444446,-75.36262222222221,0,0,False,0.0,,TN
4PN3,Gallatin Fuel,39.866465,-79.95061027777778,0,0,False,0.0,,TN
4PN4,Geisinger Jersey Shore Hospital,41.202533333333335,-77.26812777777778,1,1,True,0.7984,"[257, 235, 427, 385]",TP
4PN9,Meyersdale Hospital,39.80972222222222,-79.02416666666666,1,0,False,0.0,,FN
4PS2,Sci Phoenix,40.23222777777778,-75.43633611111112,1,1,True,0.6663,"[241, 243, 401, 394]",TP
4PS6,Stoneleigh,40.37508888888889,-75.0568,0,0,False,0.0,,TN
4PS7,Hospital of Univ of Pa/East,39.94811388888888,-75.19149722222222,1,1,True,0.6971,"[361, 218, 557, 392]",TP
4PS8,Coatesville,39.89329722222222,-75.81931388888889,0,1,True,0.6454,"[213, 238, 442, 436]",FP
4PS9,Ferrante,40.59815,-79.58085277777778,1,0,False,0.0,,FN
50NJ,Express Marine,39.96344444444445,-75.09508333333333,0,1,True,0.6945,"[238, 246, 370, 369]",FP
51MA,Bsas# 2,42.67258333333333,-70.62208333333332,0,0,False,0.0,,TN
51NK,The Moriches Bay,40.79933333333333,-72.763,0,0,False,0.0,,TN
52NJ,Exxon Research & Engineering Company,40.636833333333335,-74.86911111111111,1,0,True,0.2561,"[196, 197, 432, 424]",FN
54NY,Fox Hollow,41.30271388888889,-74.38509722222223,0,0,False,0.0,,TN
54PA,Pine Bottom,40.23812777777778,-78.30558611111111,0,0,False,0.0,,TN
54PN,Forbes Rgnl Health Center,40.42758611111111,-79.74723333333334,1,1,True,0.6763,"[235, 242, 396, 383]",TP
55NK,Unity Hospital,43.19291388888889,-77.70315277777777,1,1,True,0.6893,"[251, 253, 392, 380]",TP
55PN,Phoenixville,40.12331666666667,-75.51576388888888,1,1,True,0.7074,"[218, 251, 359, 377]",TP
56NK,Buffalo General Hospital,42.90111666666667,-78.86648888888888,1,0,False,0.0,,FN
56PN,Atlantic Refining & Marketing Corp,39.919835,-75.19656833333333,1,0,True,0.4827,"[409, 97, 640, 352]",FN
57MA,Nantucket Cottage Hospital,41.275777777777776,-70.10183333333333,1,1,True,0.6967,"[206, 225, 398, 398]",TP
57NJ,Barnegat Bay Marina,40.04088888888889,-74.06197222222222,0,0,False,0.0,,TN
57NY,Athens Emergency Med-Evac,42.28733055555556,-73.84494444444444,1,1,True,0.5728,"[178, 191, 432, 431]",TP
58NY,Freeport,40.650019444444446,-73.56764166666666,1,1,True,0.7382,"[280, 266, 392, 366]",TP
58PN,J Walker Landing,41.266666666666666,-76.810125,1,0,True,0.2798,"[74, 139, 312, 367]",FN
59NJ,Due Process Stables,40.3,-74.11583333333333,0,0,False,0.0,,TN
5CT1,Rondo,41.50796388888889,-73.0380111111111,0,0,False,0.0,,TN
5CT4,Norwalk Hospital,41.10966666666667,-73.42177500000001,0,0,False,0.0,,TN
5MA4,Double A,41.92449722222222,-70.76966666666667,0,0,False,0.0,,TN
5MA6,St Luke's,41.6265,-70.93863888888889,1,0,True,0.3194,"[272, 212, 436, 346]",FN
5NJ4,Trenton,40.21527777777778,-74.76611111111112,1,0,False,0.0,,FN
5NJ5,Atsion Helistop,39.74294444444445,-74.72505555555556,0,0,False,0.0,,TN
5NJ7,Warren Hospital,40.70302777777778,-75.17816666666667,1,0,True,0.3081,"[225, 207, 436, 393]",FN
5NK2,Alexander's East,40.80091,-72.657803,0,1,True,0.5796,"[227, 251, 390, 416]",FP
5NK3,Westhampton Beach,40.801254,-72.65835183333334,0,0,True,0.3139,"[525, 430, 639, 616]",TN
5NK4,Olean General,42.09190555555556,-78.42845,1,1,True,0.6136,"[253, 255, 391, 375]",TP
5NK5,Computer Associates,40.8122,-73.17563055555556,0,0,False,0.0,,TN
5NK7,Hammersley Hill,41.59519166666667,-73.55640833333334,0,0,False,0.0,,TN
5NK8,South Quaker,41.52648333333333,-73.58002777777777,0,0,False,0.0,,TN
5NY3,Mount St Marys Hospital,43.1535,-79.0314,1,1,True,0.6885,"[236, 231, 412, 387]",TP
5PA5,Monongahela Valley Hospital,40.18218805555556,-79.90990500000001,1,1,True,0.7231,"[220, 224, 411, 399]",TP
5PA7,Indian Sleep Farm,39.92483083333333,-75.69604944444445,0,0,False,0.0,,TN
5PA8,Conshohocken,40.06958333333333,-75.30236111111111,1,1,True,0.727,"[257, 271, 379, 387]",TP
5PN0,Lamtec Corp,40.91503333333333,-75.08879999999999,1,1,True,0.6793,"[257, 254, 393, 374]",TP
5PN2,Robert Packer Hospital - Towanda Campus,41.784838888888885,-76.44904166666667,1,1,True,0.7526,"[235, 241, 391, 376]",TP
5PN3,Penn Highlands Tyrone Hospital,40.675127777777774,-78.25087222222223,1,1,True,0.7981,"[234, 238, 397, 390]",TP
5PN4,Mahon,40.15299722222222,-75.07178055555555,0,0,False,0.0,,TN
5PN6,Geisinger-Lewistown Hospital,40.61806388888889,-77.56693333333332,1,1,True,0.6671,"[225, 248, 395, 413]",TP
5PN9,UpMc Pinnacle,40.25778119444445,-76.88095249999999,1,0,True,0.4999,"[333, 222, 478, 381]",FN
5PS1,Lancaster General Hospital,40.047777777777775,-76.30353055555555,1,1,True,0.7929,"[293, 276, 440, 406]",TP
5PS2,Paoli Meml Hospital,40.04330555555556,-75.50013888888888,1,1,True,0.8129,"[255, 256, 387, 381]",TP
5PS4,Rt36 Ems,41.54221388888889,-79.50651666666667,0,0,False,0.0,,TN
5PS7,Evangelical Community Hospital East,40.97925138888889,-76.88579833333334,1,1,True,0.7043,"[311, 0, 508, 140]",TP
60MA,Grandview Farm,42.73430277777778,-70.86740833333333,0,0,False,0.0,,TN
60NJ,Trump Ntl Golf Club Colts Neck,40.27661111111111,-74.177,1,0,True,0.3418,"[330, 224, 475, 354]",FN
60NY,Samaritan Medical Center,43.96551666666667,-75.91343888888889,1,1,True,0.7401,"[224, 256, 353, 373]",TP
60PA,Pottstown Hospital,40.24351388888889,-75.61123333333333,1,1,True,0.6658,"[233, 250, 407, 406]",TP
60PN,Jefferson Hospital,40.31820833333334,-79.93405,1,1,True,0.7716,"[251, 390, 388, 511]",TP
63NJ,Howell Township Police,40.17230555555555,-74.17869444444445,0,0,False,0.0,,TN
63PA,Lehigh Valley Hospital/Muhlenberg,40.64555555555555,-75.40725,1,1,True,0.6523,"[226, 220, 408, 385]",TP
64NJ,Verizon - Cdc Ii,40.23805555555556,-74.31861111111111,1,1,True,0.7816,"[259, 170, 456, 357]",TP
64PA,Penn Highlands Huntingdon,40.494275,-78.00914166666666,1,1,True,0.7503,"[226, 221, 420, 404]",TP
64PN,Hershey Medical Center,40.26510833333333,-76.67515555555556,1,0,True,0.4692,"[233, 225, 406, 385]",FN
65NJ,Helo Kearny,40.73152777777778,-74.11663888888889,1,1,True,0.7199,"[251, 266, 395, 400]",TP
66MA,Curt,42.48861111111111,-72.22027777777778,0,0,False,0.0,,TN
66NJ,Forked River,39.83984111111111,-74.17763916666667,0,0,False,0.0,,TN
66PA,Williamsport Hospital & Medical Center,41.24744722222222,-77.01527222222222,1,1,True,0.8156,"[272, 251, 404, 374]",TP
68PS,Lakehill,40.70545555555556,-80.03088055555556,0,0,True,0.3056,"[306, 185, 424, 291]",TN
69CT,The Shore,41.34189166666667,-71.97645,0,0,True,0.3734,"[0, 275, 71, 364]",TN
69MA,Monson,42.07174444444445,-72.3211861111111,0,1,True,0.5524,"[222, 33, 394, 203]",FP
69NY,Uvmhn-Elizabethtown Community Hospital,43.849313888888894,-73.4364138888889,1,1,True,0.571,"[228, 227, 429, 408]",TP
6JY8,Cablevision Bethpage,40.759675,-73.49650277777778,1,1,True,0.6799,"[0, 273, 117, 444]",TP
6MA3,Scibelli,42.06287222222222,-72.72453722222222,0,0,False,0.0,,TN
6MA5,Baystate Medical Ctr,42.12241111111111,-72.6040861111111,1,1,True,0.7707,"[117, 272, 270, 396]",TP
6MA7,Quantum (Shrewsbury),42.27397222222222,-71.69344166666667,1,1,True,0.6449,"[269, 267, 375, 363]",TP
6N5,East 34th Street,40.74244722222223,-73.97212222222223,0,0,False,0.0,,TN
6NJ2,Tamarack Flyers,41.15247222222222,-74.71291666666667,0,0,False,0.0,,TN
6NJ3,Point View Helistop,40.98111111111111,-74.25305555555556,1,0,False,0.0,,FN
6NJ5,Lincoln Tunnel,40.76463888888889,-74.0226111111111,1,0,True,0.3919,"[262, 254, 433, 399]",FN
6NJ6,185 Monmouth Parkway Associates Helistop,40.30061666666666,-74.02568333333333,0,0,True,0.4115,"[159, 478, 426, 639]",TN
6NK3,North Shore University Hospital Nr 2,40.775213888888885,-73.69983611111111,1,1,True,0.7892,"[242, 247, 395, 387]",TP
6NK5,Erie County Medical Center,42.92914444444444,-78.83039166666666,1,1,True,0.8078,"[247, 246, 392, 381]",TP
6NK6,New York State D E C  Indian Lake,43.76788888888889,-74.26348055555556,1,1,True,0.6763,"[236, 261, 374, 391]",TP
6NK9,Cec,43.17744166666667,-75.22743611111112,1,1,True,0.6331,"[253, 247, 366, 350]",TP
6NY0,Orange Rgnl Medical Center,41.44270833333333,-74.36688888888888,1,0,True,0.3751,"[281, 210, 487, 401]",FN
6NY8,Tech City Properties,41.97348888888889,-73.99694444444445,1,1,True,0.7814,"[231, 250, 373, 386]",TP
6PA2,UpMc,40.007044444444446,-79.07737222222222,1,1,True,0.7265,"[211, 264, 332, 374]",TP
6PA7,Helicopter 1 LLC,41.094166666666666,-76.85944444444443,1,0,True,0.4689,"[293, 250, 465, 404]",FN
6PN0,UpMc East,40.437275,-79.76068333333333,1,1,True,0.5255,"[245, 255, 364, 370]",TP
6PN2,Lgh-Women and Babies Hospital,40.064947222222216,-76.35190277777777,1,1,True,0.7647,"[229, 237, 400, 388]",TP
6PN4,Pocono Mountain,41.08941388888889,-75.31531666666666,0,0,True,0.2551,"[60, 342, 206, 462]",TN
6PN6,Henke,40.40188611111111,-80.3117861111111,1,0,True,0.4743,"[261, 275, 354, 365]",FN
6PN7,Moyer,41.10010555555556,-75.58205555555556,1,1,True,0.7094,"[245, 267, 398, 406]",TP
6PN8,Posh,40.64593166666667,-75.33295694444445,0,0,False,0.0,,TN
6PS4,Riddle Hospital,39.913602777777776,-75.43171944444445,1,1,True,0.693,"[228, 236, 396, 383]",TP
6PS6,North Middlesex,40.257333333333335,-77.13646944444446,1,1,True,0.7495,"[282, 211, 435, 353]",TP
6Y2,Candlelight,41.56763611111111,-73.4602388888889,1,0,False,0.0,,FN
70MA,Tobey Hospital,41.75503888888889,-70.71447222222223,1,1,True,0.8167,"[239, 249, 397, 383]",TP
70NY,Lakeside,41.42191111111111,-74.57096666666666,1,0,False,0.0,,FN
71NJ,76ers Camden,39.94197222222222,-75.1282611111111,1,1,True,0.6202,"[276, 261, 415, 381]",TP
72NY,Coffin Bono Helicopter Launch Pad,43.288075,-74.9816111111111,0,0,False,0.0,,TN
72PN,Distribution Center,40.22786638888889,-77.08858944444444,0,0,True,0.3327,"[451, 577, 640, 640]",TN
73NJ,Montague,41.31258333333333,-74.76502777777777,1,1,True,0.6544,"[254, 278, 357, 377]",TP
74PN,UPMC-Altoona,40.52166666666667,-78.39833333333334,0,1,True,0.5093,"[381, 281, 560, 435]",FP
74PS,Jefferson Einstein Montgomery Hospital,40.151944444444446,-75.34333333333333,0,0,True,0.4702,"[99, 150, 296, 335]",TN
75NJ,Inspira Mullica Hill,39.71388888888889,-75.15138888888889,1,1,True,0.7867,"[208, 164, 365, 305]",TP
75NK,Upstate Medical University Hospital,43.04232222222222,-76.13936111111111,1,1,True,0.6518,"[389, 262, 527, 387]",TP
76NJ,Rwj University Hospital Hamilton,40.21726944444445,-74.671575,0,0,True,0.2938,"[55, 491, 270, 640]",TN
76PA,Geisinger St Luke's Hospital,40.64191666666667,-76.09136944444444,0,1,True,0.5969,"[209, 0, 390, 81]",FP
76PN,Heritage Valley Beaver,40.71133888888889,-80.32189444444444,1,1,True,0.636,"[228, 231, 415, 403]",TP
77NJ,Liberty State Park,40.69583333333333,-74.05911111111111,0,0,True,0.3546,"[328, 0, 427, 41]",TN
78NJ,Hazlet Township Police,40.42638888888889,-74.13991666666668,0,0,False,0.0,,TN
78NK,Franjo,41.293906,-74.34551499999999,1,0,False,0.0,,FN
78PA,Sap America,39.987027777777776,-75.41594444444445,1,0,False,0.0,,FN
78PN,Farmington Township Airpark,41.37352222222222,-79.30660833333333,1,1,True,0.7394,"[237, 239, 395, 383]",TP
79NJ,Philips Lighting Company,40.538694444444445,-74.52683333333333,1,0,True,0.3296,"[223, 231, 394, 382]",FN
79PN,Geisinger Rooftop,40.967891,-76.60572099999999,1,1,True,0.7128,"[294, 233, 423, 350]",TP
7NJ0,Indian Mills,39.80219444444444,-74.75952777777778,0,0,False,0.0,,TN
7NJ1,New Freedom Switching Station,39.73997222222222,-74.96411111111111,1,1,True,0.7743,"[226, 225, 402, 391]",TP
7NJ3,Newton Meml Hospital,41.05722222222222,-74.77,1,1,True,0.7892,"[136, 239, 318, 409]",TP
7NJ5,Morristown Medical Center,40.789366666666666,-74.46581944444445,1,1,True,0.5996,"[293, 265, 407, 365]",TP
7NJ6,Lebanon Twnshp Mun Bldg,40.7176,-74.89211222222222,0,0,False,0.0,,TN
7NJ8,Merck & Company,40.60925,-74.26005555555555,1,1,True,0.701,"[279, 261, 409, 383]",TP
7NK2,Saratoga Hospital,43.08665277777778,-73.80139722222222,1,0,True,0.3376,"[201, 227, 414, 412]",FN
7NK8,Westchester Medical Center,41.08490277777778,-73.8053361111111,1,1,True,0.6533,"[252, 256, 383, 380]",TP
7NY3,North Shore University Hospital,40.778083333333335,-73.70188888888889,1,1,True,0.6724,"[181, 235, 364, 396]",TP
7NY5,State Police Troop K,41.78342694444444,-73.75429638888889,0,0,False,0.0,,TN
7NY7,Palisades Conference Center,41.01914166666666,-73.91814722222223,1,1,True,0.6487,"[265, 268, 371, 364]",TP
7NY9,Yorktown Helipad,41.21194444444445,-73.80333333333333,0,0,False,0.0,,TN
7PA0,Opa,40.65102777777778,-76.1141111111111,1,1,True,0.7131,"[266, 244, 413, 380]",TP
7PA7,Wayne Meml Hospital,41.58983611111111,-75.26194444444444,1,0,True,0.3794,"[237, 245, 400, 392]",FN
7PN5,Letterkenny Army Depot Helipad,39.883425,-77.64971333333334,0,0,True,0.4522,"[575, 267, 640, 368]",TN
7PN6,Hagan,39.82472222222223,-76.63,0,0,True,0.3111,"[33, 122, 176, 248]",TN
7PN7,Wellspan York Hospital Alternate,39.9439,-76.74233333333333,1,1,True,0.7398,"[267, 284, 379, 389]",TP
7PN9,East Forest Junior/Senior High School,41.475008333333335,-79.12610833333332,0,0,True,0.4865,"[0, 514, 254, 640]",TN
7PS0,B S Corporation Steelton Plant,40.22431944444445,-76.82784166666666,0,0,False,0.0,,TN
7PS2,Braehead,39.98788666666667,-75.49103555555556,0,0,False,0.0,,TN
7PS3,Susquehanna High School,41.94978611111111,-75.58895277777778,0,1,True,0.6908,"[376, 376, 485, 476]",FP
7PS4,Lehigh Valley Hospital/Carbon,40.81155277777778,-75.74688611111111,0,0,True,0.2527,"[559, 366, 639, 535]",TN
7PS5,Muncy Valley Hospital,41.210769444444445,-76.77334166666667,1,1,True,0.6456,"[218, 73, 358, 201]",TP
7PS6,Allegheny Valley Hospital,40.61913333333333,-79.73785,1,1,True,0.7854,"[240, 240, 402, 385]",TP
7PS8,Bucktail Medical Center,41.32718611111112,-77.73621666666666,1,1,True,0.8018,"[241, 249, 386, 381]",TP
7PS9,Penn Highlands Elk,41.42574444444444,-78.57726666666666,1,1,True,0.7566,"[225, 232, 418, 407]",TP
80MA,Tew Mac,42.59751944444445,-71.20462777777779,0,0,True,0.458,"[273, 281, 347, 350]",TN
80NJ,Freedom Lake Center,39.89977777777778,-74.93547222222223,1,0,True,0.4926,"[271, 258, 390, 367]",FN
81PN,Armstrong County Meml Hospital,40.808212777777776,-79.5634923611111,1,1,True,0.7853,"[227, 236, 404, 402]",TP
82NJ,PvMc,40.98433888888889,-74.01550555555555,1,1,True,0.7751,"[255, 262, 384, 376]",TP
83NJ,The Lofts At Gloucesters,39.791352777777774,-75.04761388888889,0,1,True,0.5084,"[12, 564, 135, 640]",FP
84CT,Bridgeport Boatworks,41.17263,-73.176828,1,0,False,0.0,,FN
84NK,St Luke's Cornwall Hospital,41.43458333333333,-74.0411111111111,0,0,False,0.0,,TN
84PA,Ged,40.30925944444444,-75.82630972222222,0,0,False,0.0,,TN
85MA,Lahey Hospital,42.483675,-71.20570833333333,1,1,True,0.788,"[213, 234, 384, 387]",TP
85NJ,Virtua-Voorhees Hospital,39.846919444444445,-74.927,1,0,True,0.4298,"[229, 241, 398, 385]",FN
86NJ,Two Can Sam,39.45333333333333,-75.12527777777777,1,1,True,0.6914,"[241, 281, 374, 401]",TP
86PS,Medstar - Somerset Base,40.03004722222222,-79.08178055555555,0,0,False,0.0,,TN
87MA,Miara1,42.533408,-71.134173,0,0,False,0.0,,TN
87N,Southampton,40.84625555555556,-72.46638888888889,1,1,True,0.7434,"[257, 261, 398, 388]",TP
87NJ,Shore Medical Center,39.31456666666666,-74.593125,1,1,True,0.7168,"[317, 259, 457, 382]",TP
87NY,Clearview,40.82622222222223,-72.74539444444444,0,0,False,0.0,,TN
88PN,Coal Township,40.80384166666666,-76.55782222222221,0,0,False,0.0,,TN
89PA,Kirschstein,40.46651666666667,-79.62770555555555,0,0,True,0.3469,"[291, 279, 367, 355]",TN
8NJ2,Carnegie Center,40.32214444444445,-74.64730555555556,1,0,False,0.0,,FN
8NJ3,Lembo,40.908144444444446,-74.13299444444444,0,1,True,0.5023,"[57, 22, 172, 135]",FP
8NJ4,Inspira Health Center-Bridgeton,39.43655277777778,-75.22114444444445,1,1,True,0.5649,"[261, 261, 375, 369]",TP
8NJ8,Kraemer,39.74561111111111,-75.16716666666667,0,0,False,0.0,,TN
8NK3,Saratoga Medical Park,42.971944444444446,-73.80583333333333,1,0,False,0.0,,FN
8NK5,St Luke's Cornwall Hospital-Newburgh,41.50270555555556,-74.01556666666667,1,1,True,0.6024,"[258, 253, 383, 365]",TP
8NY4,Guthrie Corning Hospital,42.13498333333333,-76.97088055555555,1,1,True,0.5349,"[236, 236, 404, 388]",TP
8NY6,Mercy Hospital of Buffalo,42.84721111111112,-78.81150833333334,1,1,True,0.6178,"[190, 254, 341, 387]",TP
8NY9,NAssau County Police,40.74555,-73.49073888888888,1,0,True,0.3631,"[450, 108, 536, 185]",FN
8PA2,Ronca,40.684264444444445,-75.33406833333333,0,0,False,0.0,,TN
8PA5,Echo 8 Communications Facility,40.81450833333333,-79.50615555555555,0,0,False,0.0,,TN
8PA7,Lazzarini,40.79664722222222,-75.358125,0,0,False,0.0,,TN
8PN5,Helfrick,40.833419166666665,-76.5496786111111,0,0,True,0.2965,"[445, 0, 639, 205]",TN
8PN6,Lansdale Hospital,40.25238888888889,-75.27033333333333,1,1,True,0.5215,"[232, 251, 410, 406]",TP
8PN7,Cameron County Junior/Senior High School,41.5135,-78.24843055555556,0,0,False,0.0,,TN
8PS5,HMc Hangar,40.26191666666666,-76.68470833333333,1,0,True,0.2858,"[247, 218, 442, 387]",FN
8PS7,Geisinger Community Medical Center,41.399052777777776,-75.64312222222223,1,1,True,0.7597,"[252, 251, 395, 380]",TP
8PS9,Wyoming County Healthcare Center,41.57840972222223,-75.9704775,1,1,True,0.7806,"[503, 296, 635, 414]",TP
90NJ,Bridgewater Crossing,40.581944444444446,-74.61088888888888,0,0,True,0.3384,"[0, 1, 117, 153]",TN
90PN,Miners Medical Center,40.65833333333333,-78.70611111111111,1,1,True,0.6773,"[219, 224, 402, 381]",TP
91NJ,Newport Helistop,40.72444444444445,-74.02972222222222,1,1,True,0.7628,"[248, 270, 382, 397]",TP
91PA,Clarion Hospital,41.19254722222222,-79.39839166666667,1,1,True,0.6532,"[234, 239, 383, 365]",TP
91PN,Lehigh Valley Hospital Schuylkill,40.6903675,-76.19216527777778,1,1,True,0.738,"[384, 252, 563, 418]",TP
93NY,Taylor Fld At Fort Hamilton,40.605291666666666,-74.0222611111111,0,0,False,0.0,,TN
94NJ,Pio Costa Sand & Gravel,40.86561111111112,-74.91736111111112,1,1,True,0.6916,"[234, 242, 395, 386]",TP
94PN,Wellspan York Hospital,39.94482222222222,-76.7182138888889,0,0,False,0.0,,TN
95NJ,Middle Sedge Island,40.0001175,-74.08013694444445,0,0,False,0.0,,TN
96NJ,Virtua Willingboro Hospital,40.04613888888889,-74.8786111111111,0,0,False,0.0,,TN
96NY,Massaro,41.383008333333336,-73.73854722222222,1,0,False,0.0,,FN
98NJ,Creamer,40.87502222222222,-74.03565,0,0,False,0.0,,TN
98PN,Lehigh Valley Hospital Cedar Crest,40.56550555555555,-75.52349166666667,0,1,True,0.5722,"[269, 75, 416, 187]",FP
99NJ,Atlantic County Helistop,39.37555555555556,-74.53611111111111,0,0,False,0.0,,TN
99PN,Lebanon Des,40.31241388888888,-76.41918333333334,0,0,True,0.3018,"[184, 0, 402, 46]",TN
9CT1,The Towers,41.1445,-73.42853333333333,1,1,True,0.7408,"[269, 246, 409, 369]",TP
9MA8,Wayne West,41.84666666666667,-70.76033333333334,0,0,False,0.0,,TN
9NJ2,Bound Brook Nr 2,40.55649194444444,-74.56237833333333,0,0,False,0.0,,TN
9NJ3,Verizon Helistop,40.72733333333333,-74.53561111111111,1,1,True,0.7425,"[285, 258, 403, 367]",TP
9NJ4,Robert Wood Johnson Hospital,40.49579444444444,-74.44988611111111,1,1,True,0.8007,"[301, 248, 442, 376]",TP
9NJ9,Kennedy Health System,39.73553888888889,-75.06521111111111,0,1,True,0.6751,"[160, 0, 340, 139]",FP
9NK2,Uhs Chenango Meml Hospital,42.54251388888888,-75.52702222222221,1,1,True,0.5697,"[225, 225, 421, 399]",TP
9NY0,Bumblebee,41.391080555555554,-74.47236666666667,0,0,False,0.0,,TN
9NY1,Wilson Meml Rgnl Medical Center,42.11448466666667,-75.95809025,0,0,False,0.0,,TN
9NY2,Westfield Meml Hospital,42.32955833333334,-79.57086666666666,1,0,True,0.4039,"[213, 242, 410, 408]",FN
9NY3,Susquehanna,42.09729638888889,-76.22465333333334,0,0,False,0.0,,TN
9NY5,CMc Atlantic LLC,40.77327777777778,-72.96052777777778,0,0,False,0.0,,TN
9NY9,Poughkeepsie Main Plant,41.65723611111111,-73.93562777777778,1,1,True,0.7117,"[246, 242, 407, 390]",TP
9PA1,Endless Mountains Health Systems,41.83809166666667,-75.83736111111111,1,1,True,0.6778,"[263, 266, 371, 367]",TP
9PA6,State Police Area Six,39.99593333333333,-75.21812222222222,0,0,False,0.0,,TN
9PA8,Thomas Jefferson University Hospital,39.94900166666666,-75.15851083333334,1,1,True,0.7847,"[62, 274, 188, 393]",TP
9PA9,Lankenau Medical Center,39.98812777777778,-75.25961111111111,1,1,True,0.7492,"[240, 241, 396, 378]",TP
9PN2,Childrens Hospital of Philadelphia,39.9483,-75.19388611111111,1,1,True,0.7673,"[191, 295, 329, 417]",TP
9PN9,Perin,40.84704,-75.24379055555556,0,0,False,0.0,,TN
9PS0,Zokaites,40.60885555555556,-80.03229444444445,0,0,False,0.0,,TN
9PS3,Doylestown,40.30896944444444,-75.14843055555556,1,1,True,0.7019,"[222, 229, 415, 407]",TP
9PS4,Pheasant Run,40.749541944444445,-75.21017694444444,0,0,False,0.0,,TN
9PS5,Reading Hospital,40.32975833333334,-75.94978611111111,1,1,True,0.7912,"[272, 263, 382, 365]",TP
9PS9,St Mary Medical Center,40.202200000000005,-74.9229388888889,1,1,True,0.7451,"[396, 306, 538, 429]",TP
CT00,Electro-Methods Inc,41.83204166666667,-72.60090555555556,0,0,False,0.0,,TN
CT02,Clark Hill,41.64232222222222,-72.56342222222221,0,0,False,0.0,,TN
CT03,Bristol Hospital,41.67628333333333,-72.93623055555555,1,1,True,0.7638,"[299, 275, 423, 381]",TP
CT04,Chase,41.78944444444444,-72.79916666666666,1,0,True,0.347,"[255, 155, 443, 310]",FN
CT05,Kaman Aerospace Corp,41.86204277777778,-72.69981527777779,0,0,False,0.0,,TN
CT10,Flat Rock Farm,41.74263055555556,-71.8125,0,0,False,0.0,,TN
CT12,Medical Center,41.20121944444445,-73.20156944444444,0,0,False,0.0,,TN
CT28,Ct Dept of Veterans Affairs,41.6584325,-72.64759222222223,0,0,False,0.0,,TN
CT31,Bradway Pond,41.95438888888889,-72.35216666666666,0,0,True,0.347,"[115, 491, 208, 574]",TN
CT37,Sikorsky Bridgeport,41.16101388888889,-73.204925,1,0,False,0.0,,FN
CT40,Bob Thomas Ford,41.370691666666666,-72.91753055555556,0,0,False,0.0,,TN
CT41,Sacred Heart University,41.21731833333334,-73.25539305555556,1,1,True,0.7116,"[16, 500, 153, 623]",TP
CT50,Marks,41.94338888888888,-72.70906388888889,0,0,False,0.0,,TN
CT60,Ultimate,41.67421111111111,-72.89691944444445,0,0,True,0.4605,"[119, 418, 238, 525]",TN
CT71,Rtx Farmington,41.70895,-72.8021,1,1,True,0.5594,"[205, 214, 428, 422]",TP
CT73,South Meadows,41.72315555555556,-72.86009999999999,0,0,False,0.0,,TN
CT75,Uconn Health,41.73328055555556,-72.7931111111111,1,1,True,0.7237,"[253, 249, 386, 373]",TP
CT86,Sanford,41.43298055555555,-72.39498611111112,0,0,False,0.0,,TN
CT92,Bemer,41.623158333333336,-72.60199444444444,0,0,False,0.0,,TN
CT93,Backus Hospital,41.54235555555555,-72.09094999999999,1,1,True,0.7121,"[269, 260, 384, 369]",TP
CT95,Meriden-Wallingford Hospital,41.54798888888889,-72.8003611111111,1,1,True,0.7217,"[29, 84, 182, 219]",TP
CT98,Middlesex Hospital,41.55486111111111,-72.64621666666667,1,1,True,0.7712,"[310, 250, 461, 382]",TP
H43,Haverstraw,41.21097222222223,-73.96976388888889,0,0,True,0.4171,"[498, 230, 639, 371]",TN
JRA,West 30th St,40.75490277777778,-74.00705972222222,1,0,True,0.2876,"[241, 181, 425, 368]",FN
JRB,Downtown Manhattan/Wall St,40.70121361111112,-74.00902833333333,1,1,True,0.6247,"[470, 500, 640, 639]",TP
JSD,Sikorsky,41.24733333333334,-73.09776111111111,1,1,True,0.5094,"[183, 188, 440, 427]",TP
JY00,Pio Costa Enterprises,40.863,-74.31755555555556,1,0,False,0.0,,FN
JY01,Hunterdon Medical Center,40.53197222222222,-74.86206388888888,1,1,True,0.7489,"[253, 267, 363, 367]",TP
JY02,Trade Zone,40.89646666666667,-74.71931388888889,1,0,True,0.3879,"[254, 253, 379, 369]",FN
JY06,The Farm,40.67292055555556,-74.69341805555555,1,1,True,0.7067,"[228, 176, 367, 305]",TP
JY11,Jefferson Stratford Hospital,39.827758333333335,-75.00625,1,0,False,0.0,,FN
JY14,Halka,40.22111111111112,-74.39208333333335,0,0,False,0.0,,TN
JY15,Alex and Angel,39.891352777777776,-74.81130555555555,0,0,False,0.0,,TN
JY16,Merrill Creek Reservoir,40.74,-75.09055555555555,0,0,False,0.0,,TN
JY18,Warren Hopely,39.92344444444444,-74.75697222222222,0,0,False,0.0,,TN
JY21,New Jersey Turnpike,40.31786111111112,-74.48961111111112,1,0,True,0.3928,"[22, 604, 139, 639]",FN
JY25,Liberty Cross Landing,40.72330555555556,-74.68778055555556,0,0,True,0.2866,"[14, 495, 251, 639]",TN
JY27,White Willow,40.92813888888889,-74.84394444444445,1,0,False,0.0,,FN
JY28,Atlantic City Medical Center,39.479616666666665,-74.53923888888889,1,1,True,0.7665,"[223, 218, 407, 398]",TP
JY32,Bayside State Prison,39.24138888888889,-74.95138888888889,1,0,True,0.3256,"[363, 240, 463, 329]",FN
